SUBJECT,Subject,LOCATION,Country,MEASURE,Measure,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2002,2002,PC,Percentage,0,Units,,,0.642711507,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2003,2003,PC,Percentage,0,Units,,,0.638272931,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2004,2004,PC,Percentage,0,Units,,,0.802908731,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2005,2005,PC,Percentage,0,Units,,,1.171954203,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2006,2006,PC,Percentage,0,Units,,,1.059509283,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2007,2007,PC,Percentage,0,Units,,,0.732350603,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2008,2008,PC,Percentage,0,Units,,,2.426041171,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2009,2009,PC,Percentage,0,Units,,,-0.480481936,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2010,2010,PC,Percentage,0,Units,,,0.688238707,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2011,2011,PC,Percentage,0,Units,,,0.231349208,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2012,2012,PC,Percentage,0,Units,,,-0.692552018,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2013,2013,PC,Percentage,0,Units,,,-0.217323155,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2014,2014,PC,Percentage,0,Units,,,-0.013202539,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2015,2015,PC,Percentage,0,Units,,,-1.143908672,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2016,2016,PC,Percentage,0,Units,,,-0.434618664,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2017,2017,PC,Percentage,0,Units,,,0.53378784,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2018,2018,PC,Percentage,0,Units,,,0.936335464,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2019,2019,PC,Percentage,0,Units,,,0.36288618,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2020,2020,PC,Percentage,0,Units,,,-0.725874933,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2021,2021,PC,Percentage,0,Units,,,0.581814168,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2022,2022,PC,Percentage,0,Units,,,2.835027986,,
CPALTT01,Consumer prices: all items,CHE,Switzerland,GP,Growth previous period,A,Annual,2023,2023,PC,Percentage,0,Units,,,2.13540088,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,1993,1993,PC,Percentage,0,Units,,,66.0938464,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,1994,1994,PC,Percentage,0,Units,,,105.215004,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,1995,1995,PC,Percentage,0,Units,,,89.11330875,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,1996,1996,PC,Percentage,0,Units,,,80.4121427,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,1997,1997,PC,Percentage,0,Units,,,85.66936871,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,1998,1998,PC,Percentage,0,Units,,,84.6413357,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,1999,1999,PC,Percentage,0,Units,,,64.8674792,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2000,2000,PC,Percentage,0,Units,,,54.91538241,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2001,2001,PC,Percentage,0,Units,,,54.40018404,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2002,2002,PC,Percentage,0,Units,,,44.96412355,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2003,2003,PC,Percentage,0,Units,,,21.60243704,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2004,2004,PC,Percentage,0,Units,,,8.598261681,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2005,2005,PC,Percentage,0,Units,,,8.179160368,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2006,2006,PC,Percentage,0,Units,,,9.597242123,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2007,2007,PC,Percentage,0,Units,,,8.75618091,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2008,2008,PC,Percentage,0,Units,,,10.44412838,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2009,2009,PC,Percentage,0,Units,,,6.250976631,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2010,2010,PC,Percentage,0,Units,,,8.566444206,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2011,2011,PC,Percentage,0,Units,,,6.471879671,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2012,2012,PC,Percentage,0,Units,,,8.891569965,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2013,2013,PC,Percentage,0,Units,,,7.493090305,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2014,2014,PC,Percentage,0,Units,,,8.854572714,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2015,2015,PC,Percentage,0,Units,,,7.670853648,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2016,2016,PC,Percentage,0,Units,,,7.775134153,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2017,2017,PC,Percentage,0,Units,,,11.14431108,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2018,2018,PC,Percentage,0,Units,,,16.3324639,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2019,2019,PC,Percentage,0,Units,,,15.17682157,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2020,2020,PC,Percentage,0,Units,,,12.27895745,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2021,2021,PC,Percentage,0,Units,,,19.59649269,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2022,2022,PC,Percentage,0,Units,,,72.30883599,,
CPALTT01,Consumer prices: all items,TUR,Türkiye,GP,Growth previous period,A,Annual,2023,2023,PC,Percentage,0,Units,,,53.85940876,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,1993,1993,PC,Percentage,0,Units,,,2.584814216,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,1994,1994,PC,Percentage,0,Units,,,2.204724409,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,1995,1995,PC,Percentage,0,Units,,,2.619414484,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,1996,1996,PC,Percentage,0,Units,,,2.852852853,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,1997,1997,PC,Percentage,0,Units,,,2.189781022,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,1998,1998,PC,Percentage,0,Units,,,1.857142857,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,1999,1999,PC,Percentage,0,Units,,,1.823281907,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2000,2000,PC,Percentage,0,Units,,,1.101928375,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2001,2001,PC,Percentage,0,Units,,,1.634877384,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2002,2002,PC,Percentage,0,Units,,,1.474530831,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2003,2003,PC,Percentage,0,Units,,,1.321003963,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2004,2004,PC,Percentage,0,Units,,,1.434159061,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2005,2005,PC,Percentage,0,Units,,,2.05655527,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2006,2006,PC,Percentage,0,Units,,,2.518891688,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2007,2007,PC,Percentage,0,Units,,,2.334152334,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2008,2008,PC,Percentage,0,Units,,,3.481392557,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2009,2009,PC,Percentage,0,Units,,,1.972157773,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2010,2010,PC,Percentage,0,Units,,,2.502844141,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2011,2011,PC,Percentage,0,Units,,,3.884572697,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2012,2012,PC,Percentage,0,Units,,,2.564102564,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2013,2013,PC,Percentage,0,Units,,,2.291666667,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2014,2014,PC,Percentage,0,Units,,,1.425661914,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2015,2015,PC,Percentage,0,Units,,,0.401606426,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2016,2016,PC,Percentage,0,Units,,,1,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2017,2017,PC,Percentage,0,Units,,,2.574257426,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2018,2018,PC,Percentage,0,Units,,,2.316602317,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2019,2019,PC,Percentage,0,Units,,,1.698113208,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2020,2020,PC,Percentage,0,Units,,,1.020408163,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2021,2021,PC,Percentage,0,Units,,,2.479338843,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2022,2022,PC,Percentage,0,Units,,,7.974910394,,
CPALTT01,Consumer prices: all items,GBR,United Kingdom,GP,Growth previous period,A,Annual,2023,2023,PC,Percentage,0,Units,,,6.721991701,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,1993,1993,PC,Percentage,0,Units,,,2.951656966,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,1994,1994,PC,Percentage,0,Units,,,2.607441592,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,1995,1995,PC,Percentage,0,Units,,,2.805419689,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,1996,1996,PC,Percentage,0,Units,,,2.9312042,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,1997,1997,PC,Percentage,0,Units,,,2.337689937,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,1998,1998,PC,Percentage,0,Units,,,1.552279099,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,1999,1999,PC,Percentage,0,Units,,,2.188027197,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2000,2000,PC,Percentage,0,Units,,,3.376857271,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2001,2001,PC,Percentage,0,Units,,,2.826171119,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2002,2002,PC,Percentage,0,Units,,,1.586031627,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2003,2003,PC,Percentage,0,Units,,,2.270094973,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2004,2004,PC,Percentage,0,Units,,,2.677236693,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2005,2005,PC,Percentage,0,Units,,,3.392746845,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2006,2006,PC,Percentage,0,Units,,,3.225944101,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2007,2007,PC,Percentage,0,Units,,,2.852672482,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2008,2008,PC,Percentage,0,Units,,,3.839100297,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2009,2009,PC,Percentage,0,Units,,,-0.355546266,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2010,2010,PC,Percentage,0,Units,,,1.640043442,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2011,2011,PC,Percentage,0,Units,,,3.156841569,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2012,2012,PC,Percentage,0,Units,,,2.069337265,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2013,2013,PC,Percentage,0,Units,,,1.464832656,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2014,2014,PC,Percentage,0,Units,,,1.622222977,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2015,2015,PC,Percentage,0,Units,,,0.118627136,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2016,2016,PC,Percentage,0,Units,,,1.261583206,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2017,2017,PC,Percentage,0,Units,,,2.130110004,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2018,2018,PC,Percentage,0,Units,,,2.442583297,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2019,2019,PC,Percentage,0,Units,,,1.812210075,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2020,2020,PC,Percentage,0,Units,,,1.233584396,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2021,2021,PC,Percentage,0,Units,,,4.697858864,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2022,2022,PC,Percentage,0,Units,,,8.002799821,,
CPALTT01,Consumer prices: all items,USA,United States,GP,Growth previous period,A,Annual,2023,2023,PC,Percentage,0,Units,,,4.116338384,,
CPALTT01,Consumer prices: all items,ARG,Argentina,GP,Growth previous period,A,Annual,2018,2018,PC,Percentage,0,Units,,,34.27722371,,
CPALTT01,Consumer prices: all items,ARG,Argentina,GP,Growth previous period,A,Annual,2019,2019,PC,Percentage,0,Units,,,53.54830435,,
CPALTT01,Consumer prices: all items,ARG,Argentina,GP,Growth previous period,A,Annual,2020,2020,PC,Percentage,0,Units,,,42.01509474,,
CPALTT01,Consumer prices: all items,ARG,Argentina,GP,Growth previous period,A,Annual,2021,2021,PC,Percentage,0,Units,,,48.40937863,,
CPALTT01,Consumer prices: all items,ARG,Argentina,GP,Growth previous period,A,Annual,2022,2022,PC,Percentage,0,Units,,,72.43075753,,
CPALTT01,Consumer prices: all items,ARG,Argentina,GP,Growth previous period,A,Annual,2023,2023,PC,Percentage,0,Units,,,133.4889356,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,1993,1993,PC,Percentage,0,Units,,,1927.380836,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,1994,1994,PC,Percentage,0,Units,,,2075.888386,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,1995,1995,PC,Percentage,0,Units,,,66.00703355,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,1996,1996,PC,Percentage,0,Units,,,15.7576656,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,1997,1997,PC,Percentage,0,Units,,,6.926712516,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,1998,1998,PC,Percentage,0,Units,,,3.195076293,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,1999,1999,PC,Percentage,0,Units,,,4.858447499,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2000,2000,PC,Percentage,0,Units,,,7.044141059,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2001,2001,PC,Percentage,0,Units,,,6.840359025,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2002,2002,PC,Percentage,0,Units,,,8.450164377,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2003,2003,PC,Percentage,0,Units,,,14.71491972,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2004,2004,PC,Percentage,0,Units,,,6.5971851,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2005,2005,PC,Percentage,0,Units,,,6.869537209,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2006,2006,PC,Percentage,0,Units,,,4.183568129,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2007,2007,PC,Percentage,0,Units,,,3.641272991,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2008,2008,PC,Percentage,0,Units,,,5.678593903,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2009,2009,PC,Percentage,0,Units,,,4.888034799,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2010,2010,PC,Percentage,0,Units,,,5.038726901,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2011,2011,PC,Percentage,0,Units,,,6.636449622,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2012,2012,PC,Percentage,0,Units,,,5.40349914,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2013,2013,PC,Percentage,0,Units,,,6.204310666,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2014,2014,PC,Percentage,0,Units,,,6.329040155,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2015,2015,PC,Percentage,0,Units,,,9.029901024,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2016,2016,PC,Percentage,0,Units,,,8.739143523,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2017,2017,PC,Percentage,0,Units,,,3.44637335,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2018,2018,PC,Percentage,0,Units,,,3.664850284,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2019,2019,PC,Percentage,0,Units,,,3.732976212,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2020,2020,PC,Percentage,0,Units,,,3.211768038,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2021,2021,PC,Percentage,0,Units,,,8.301659756,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2022,2022,PC,Percentage,0,Units,,,9.28010609,,
CPALTT01,Consumer prices: all items,BRA,Brazil,GP,Growth previous period,A,Annual,2023,2023,PC,Percentage,0,Units,,,4.593562823,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,1993,1993,PC,Percentage,0,Units,,,12.72776141,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,1994,1994,PC,Percentage,0,Units,,,11.44312436,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,1995,1995,PC,Percentage,0,Units,,,8.232633546,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,1996,1996,PC,Percentage,0,Units,,,7.359114663,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,1997,1997,PC,Percentage,0,Units,,,6.133866515,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,1998,1998,PC,Percentage,0,Units,,,5.110244133,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,1999,1999,PC,Percentage,0,Units,,,3.336882862,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2000,2000,PC,Percentage,0,Units,,,3.843273473,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2001,2001,PC,Percentage,0,Units,,,3.569101134,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2002,2002,PC,Percentage,0,Units,,,2.489398331,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2003,2003,PC,Percentage,0,Units,,,2.810177259,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2004,2004,PC,Percentage,0,Units,,,1.054739332,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2005,2005,PC,Percentage,0,Units,,,3.052573943,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2006,2006,PC,Percentage,0,Units,,,3.392018991,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2007,2007,PC,Percentage,0,Units,,,4.407797905,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2008,2008,PC,Percentage,0,Units,,,8.716268548,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2009,2009,PC,Percentage,0,Units,,,0.353046732,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2010,2010,PC,Percentage,0,Units,,,1.410710641,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2011,2011,PC,Percentage,0,Units,,,3.341216943,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2012,2012,PC,Percentage,0,Units,,,3.007448402,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2013,2013,PC,Percentage,0,Units,,,1.78955554,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2014,2014,PC,Percentage,0,Units,,,4.718675279,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2015,2015,PC,Percentage,0,Units,,,4.348773532,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2016,2016,PC,Percentage,0,Units,,,3.786193559,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2017,2017,PC,Percentage,0,Units,,,2.182718469,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2018,2018,PC,Percentage,0,Units,,,2.434889814,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2019,2019,PC,Percentage,0,Units,,,2.557544757,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2020,2020,PC,Percentage,0,Units,,,3.045490848,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2021,2021,PC,Percentage,0,Units,,,4.524568383,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2022,2022,PC,Percentage,0,Units,,,11.64386671,,
CPALTT01,Consumer prices: all items,CHL,Chile,GP,Growth previous period,A,Annual,2023,2023,PC,Percentage,0,Units,,,7.581682514,,
CPALTT01,Consumer prices: all items,CHN,China (People's Republic of),GP,Growth previous period,A,Annual,1994,1994,PC,Percentage,0,Units,,,24.25698564,,
CPALTT01,Consumer prices: all items,CHN,China (People's Republic of),GP,Growth previous period,A,Annual,1995,1995,PC,Percentage,0,Units,,,16.79122595,,
CPALTT01,Consumer prices: all items,CHN,China (People's Republic of),GP,Growth previous period,A,Annual,1996,1996,PC,Percentage,0,Units,,,8.313156525,,
CPALTT01,Consumer prices: all items,CHN,China (People's Republic of),GP,Growth previous period,A,Annual,1997,1997,PC,Percentage,0,Units,,,2.786468096,,
CPALTT01,Consumer prices: all items,CHN,China (People's Republic of),GP,Growth previous period,A,Annual,1998,1998,PC,Percentage,0,Units,,,-0.773183722,,
CPALTT01,Consumer prices: all items,CHN,China (People's Republic of),GP,Growth previous period,A,Annual,1999,1999,PC,Percentage,0,Units,,,-1.401473454,,
CPALTT01,Consumer prices: all items,CHN,China (People's Republic of),GP,Growth previous period,A,Annual,2000,2000,PC,Percentage,0,Units,,,0.34780734,,
CPALTT01,Consumer prices: all items,CHN,China (People's Republic of),GP,Growth previous period,A,Annual,2001,2001,PC,Percentage,0,Units,,,0.719131001,,
CPALTT01,Consumer prices: all items,CHN,China (People's Republic of),GP,Growth previous period,A,Annual,2002,2002,PC,Percentage,0,Units,,,-0.731976216,,
CPALTT01,Consumer prices: all items,CHN,China (People's Republic of),GP,Growth previous period,A,Annual,2003,2003,PC,Percentage,0,Units,,,1.127604366,,
CPALTT01,Consumer prices: all items,CHN,China (People's Republic of),GP,Growth previous period,A,Annual,2004,2004,PC,Percentage,0,Units,,,3.824638875,,
CPALTT01,Consumer prices: all items,CHN,China (People's Republic of),GP,Growth previous period,A,Annual,2005,2005,PC,Percentage,0,Units,,,1.776413582,,
